MASKED_STUDENT_ID,CUM_GPA
OGJWIN3T,2.43
ENJDZ2ZZ,2.8
IK4G4SBF,2.8
6OWQUGED,3.28
NAORVZC1,3.03
MCSCRIJW,3.24
LICWVKOU,3.19
NTF5LJAV,2.94
BMV436PA,2.98
BYGN8KBX,2.72
4GTX38VU,2.9
PDURUNEU,2.53
34EOVF8S,2.42
OIIAHAIW,2.91
JTNF4KHL,3.26
FUFF31CR,2.91
NXCDYU6N,3.49
SFQBKOUW,3.3
C6KHLEY9,2.93
WB44ZAGG,2.69
J2U7AMFC,3.04
AEZAFARA,2.61
GRODDTSL,2.92
ZH1LHNEG,3.09
9DPHMJWH,3.29
46KV6QEB,2.5
OZROOVOY,2.74
FVLB5V78,3.12
CQKUPYBA,3.17
WRN5OH2G,2.71
Q6ILENXL,3.51
NND79WMB,2.72
VKLIWWZU,3.04
T3CXIV8T,3.62
6GSBAWF3,3.0
JZXPG5GE,3.37
CDJYV6G1,3.38
UOMPGS1U,3.67
QP7TUXAM,3.12
JBHK3FBB,2.58
2BTPYL2O,2.96
2L1QUEIQ,2.99
KYWDSPZL,2.87
2T1BSUSQ,3.23
CPS4Z9IN,3.33
VP9ZROQ1,3.04
PF6KXG9C,3.21
828QLPP2,2.95
PKDGUX5A,2.86
NETDAD3E,2.98
HCC4YQIO,3.09
3JECJ4NN,2.93
GPKOPR1R,3.16
T7FBUMKA,3.23
WMTS9H8K,2.92
FPUIYUSB,2.94
CD51GC3A,2.94
UKNWZILK,2.91
6WOQCJWF,2.82
VGKZRHSY,3.01
4UOGESUK,2.81
YY3GPVRC,3.08
RYAHDPIH,3.29
QODCM2YK,2.83
GCLCV4CE,3.04
XKSQJU5L,3.29
HD1SLPKK,3.26
3AKL6BFG,3.11
THGC5AML,3.19
WUJHFXGZ,3.18
XJF15DHS,3.2
Z7CZUBXE,2.16
TWOS5DES,3.03
IBU1X4JD,2.79
SK6KNK4Y,3.35
9LDRZANO,3.13
L8CSPTHL,2.83
UZFP8BHT,3.47
URSYVI3P,3.29
2PKLI9KZ,2.96
PDOCOW3N,3.31
SA1PHKEM,3.56
BVNOYZNA,2.99
UOCMZNV4,3.24
J6PCAQC1,2.91
DTZKTXHX,3.21
CURRDL7S,3.11
7BRSI7WF,2.76
IMEYXHHH,3.13
JWB2NVOF,2.89
WOIZNOHG,2.79
WWQHHEBP,3.01
HBAQCWH9,3.2
YKONYLJ8,2.7
TVMCWXET,3.08
IKLOCQ3V,2.65
VLEL1PLJ,3.03
SKPHIM8T,2.68
TG6MA5ML,3.44
INKONE79,3.23
QRCIPNKK,3.42
HWCXNTTD,2.64
19KBGBWX,2.75
2HAFBLZQ,2.85
WI5T1WPZ,2.8
EPYIVZCL,2.72
SJSFDOTS,2.9
CCHXBIIV,3.35
CSLU8GD3,2.99
2WUJMEYL,3.18
EY1HOQVL,3.22
C66MZBE8,3.14
LZLWR8ZK,3.14
FOCOM5WN,3.57
EBHYPVJT,3.35
OPTBBOM4,3.41
CXWD66OP,3.25
L3FLA16P,3.4
XH91GRPQ,2.92
HLPMVJHM,2.7
XCSFIAHZ,2.5
EOTJYDCS,3.2
8WUBDML3,3.25
KR6EHKZF,2.4
1KWLTACD,2.7
FL5ZD8L3,2.67
NAHPJSJV,3.0
BDVJPEER,3.0
DHXJ6XV6,3.4
U4CWIDF5,3.25
SNE9LCBZ,2.25
READBASL,2.33
MBIJGPWN,2.5
4GM8CHS4,2.42
5YZ7C6ES,3.4
9EUQT2LH,3.1
KCRTDDPY,2.67
FCLU2NHQ,3.3
6IWLHVDH,3.08
D8DBDCED,2.92
DB9M4ZT8,3.2
JCQ9QO45,3.07
OTDNC4TY,2.67
3IHSZPIJ,2.5
UUYMDJE8,2.57
B2F3OM5V,3.4
BFCLSA8E,2.8
GCYCSDS3,2.8
8KREHWTD,3.17
AXT5YGX2,3.3
NB3TD9DQ,3.83
LLLHUGOB,2.92
DDGGFKEM,3.5
B8UBBQ6T,2.92
TKZE1TJT,2.8
PGMO9WCD,3.1
CZQURT1X,3.13
KC8R5VI9,2.2
NGZUUJQX,2.9
OUHAHE7M,3.08
UATUGUT9,2.4
O6IMC46X,3.33
9MFQYEWB,3.42
GZ6FEBD9,3.25
QZWRURIE,2.92
QBJMNYJL,2.92
QHHVYVBS,2.7
2JEC5CEY,2.75
IKPWTU4W,3.42
N6MC2JNM,3.5
CAHY9BAG,2.42
OO5OPBUU,2.83
2GITWIYF,2.75
PMUD7VA2,2.75
QD39BXYO,3.0
GCK1CTDN,3.21
JNJBKKW4,2.75
WZUMAK25,3.38
VZBDAZFT,2.8
KSJXD6YH,2.08
FQOVBNWT,3.08
4O3LMAYJ,2.92
JNZ2UH1B,3.0
VGDXGXIQ,2.83
1AL8HKAI,3.0
2L4DAYBC,3.2
OTSVIAEK,2.33
NULHYFVY,2.39
JUEG5IZC,2.89
JDH8WYTS,2.38
LSWHXEBG,2.41
6INOZ2KB,2.67
1JRK4NQD,2.88
FCNWCRG8,2.44
5ZBY8LMA,2.9
YOGXF2HW,3.0
HGA7LRRE,2.81
KHCE46C7,2.97
HVROW4BR,2.83
MOGQBQFK,3.22
RYSUN6BS,3.2
Q5JG7KHG,2.97
DCZVU9QG,3.0
J4CAPOZQ,2.83
RLKBOCSU,2.82
HAIQQC82,3.09
1G8TEUDH,2.29
XUZQ7IZK,2.63
PQNXOLUC,2.5
WICJBC99,3.15
AVR3I58D,3.13
SQEN47TT,3.0
CNK95FE5,3.03
ZPZSCCAD,2.79
WXQXN3DR,2.97
XF5J5ZIF,3.44
QFCUBS2M,3.16
SJNOMRES,2.94
NZGDYNAG,3.16
WA7ALOIL,2.38
E4XVSC5E,3.23
BRNOHAKL,3.55
MQVUR7YC,2.65
AM5PAROG,3.33
VTACDWDR,3.0
ILYI1STR,2.59
FLP42FE4,3.47
JXJWXEGI,2.96
XLEIIQWY,3.29
4TUSXXTL,2.69
LK99YRP3,2.94
WNYGXMUS,2.38
OHI4BRSH,3.13
KG7HHXFH,3.7
LVYM9RNM,3.44
MKH5Y6ZG,3.26
QDWFUB9W,3.26
RDHOAYEE,2.57
KO15AQJG,2.97
OW1JSABN,2.98
TMQDIRQB,3.0
X6Y122BD,3.29
8IR6AYED,3.25
1VVNOXDT,2.96
ETKE9WIU,2.88
XR3JKQIW,3.31
TNGLZMME,2.41
ZJ6LPFZR,2.54
CUTFT8DE,2.97
EFKGRUHC,2.07
CQVCXWWO,2.49
H42MEV1N,2.47
FDPXDCCX,2.99
ORA9ULUJ,2.97
JOIIHXXM,3.28
QAEAF8QZ,3.62
UWCSNLIB,3.53
OFD4HB4M,3.88
J9KLRDFK,2.85
YZGCIOPO,2.88
OYLBHB5W,2.82
BGLQVADV,3.35
ILGNYS1K,3.35
KSQ3MOGI,3.73
J4ODNUER,3.63
6TTHXBTG,3.79
RKKVWTR4,3.89
WUBYGNMU,3.64
IWH3DMQP,3.24
AGVYPCBE,3.27
Q2QHRSS4,3.59
JHDTV6PB,3.0
ROLLVIBU,3.15
IJFLJ22Y,3.18
ZB6DKDLL,3.38
ISEAYATY,3.05
PCBSDSXC,3.93
9OZF1496,3.24
HBWHVZIK,2.98
9N6RA8VU,3.65
NKCFW36F,3.13
IU3HLARN,3.5
GJETBILX,3.65
MWFLD9QK,3.91
FTJOSDRU,3.59
E6PZ2SSW,3.65
DPRAIEZ6,3.59
XIKFEE7N,3.2
TUQ96HAQ,3.5
KX5NUEZG,3.5
JGLYTJEO,3.43
IYTZ9DA1,2.59
LCOAJTIC,3.5
Y6FYUWRP,2.88
96TIFM4I,3.44
6TLFONBZ,3.58
FUY3BER2,3.76
M6A3993W,3.32
OHW8KG1C,3.47
VGQMG752,3.44
UDHZJFCB,3.41
W8ASUESQ,3.76
WJ2HE44P,3.85
DRFQXF5W,3.15
RIJLUBIS,3.62
FQKIWIPK,3.23
WHLPFSFH,3.59
9DGZ9NKU,3.25
NGAFRNIN,3.45
9E5B5WYB,3.73
VOSJKIXU,3.26
E2LGLMKR,3.65
KHV6FIVI,3.33
TADGIAQN,2.74
M5UKWPNE,2.98
R48I4ZSI,3.2
EMTYPT5Q,2.79
HG5BRGEL,3.52
XXTALIKG,3.12
OGSOBLCT,2.99
HMFRIZEQ,2.64
MPEMJDFB,3.23
B8TUK1MP,3.42
L7IZXUJD,3.2
EWXNAAEQ,3.2
K1SECTWT,2.8
JIULMVYF,2.85
VKSFEICF,3.09
A58GUGK2,3.3
DWP158MW,2.49
INNRAMN7,2.67
AGTNNGYL,3.32
LDSUDGWE,3.11
8WYP8MHZ,2.58
QKEUJ8EJ,3.37
RV5IEKCA,3.36
XY8LQ9UN,2.93
NTXFVMTX,3.05
POYOW391,2.59
BZPGCKMT,3.03
PTKV1VCE,3.3
YPNYUCIP,2.64
9BWRJAQK,3.32
ACSIBMWL,2.73
FCSDKCHU,2.8
4IO2KSLA,3.17
XMVXLEQY,3.42
JOTGEMNH,2.84
MO7CA9WD,3.2
IGAF7W4W,2.49
3JDCMC7G,2.96
MRWBJXSO,3.48
VPJMHOEB,2.5
TDMHFRGZ,3.38
XRZSMR7F,3.3
QDHGI1HW,3.14
HGTGXZIY,2.86
K7SNXUKY,3.04
ZPYDU4EN,3.39
P1ARZCTW,3.39
25JGDDKD,2.62
H6J5KOVG,3.43
UCUPIBVR,2.76
1RZYODLV,2.99
NIBCDP7Y,2.54
DZZCHGPE,3.3
DHHMGTAP,3.09
OT8KLHOU,3.2
H9Q3ZNLT,2.46
SLYDVIIB,3.31
GAGKOAQG,3.33
VQXLNPPD,2.99
PJLVNR5O,2.42
1EXVBZSF,3.26
H3WCDROS,3.28
SJHNNZMN,2.81
WPMCTG7G,2.35
Z5UZPLNI,3.14
UVDH9UPX,2.96
59VPK4XG,3.31
AZTGF4XE,3.73
CNTGBMLY,2.78
FJQGNFKV,3.42
HYVT8XCE,3.22
X4IGRFQJ,2.98
GRJ9ZTWD,2.79
EIJ5MZN6,2.91
TJU9LC7G,2.37
EPYQECSV,2.76
SYRZI6XZ,3.73
KXM2RLBU,2.76
IE8BYHY2,2.86
UF4L47P9,3.12
2OF69ZM6,3.26
BJEPUXDY,3.47
BXHKXPZ9,3.2
BIKRDMEF,3.12
OVJ9TEE7,3.43
EPDAORXZ,3.38
CDKVQZTD,3.41
QYSRIANP,3.01
YQOUMIQB,3.45
JKC2DQC2,3.5
BHULVBKD,3.28
KBZYFLTQ,2.71
LDMNL2LY,3.0
G43OAVIC,2.75
96TJ42GS,3.0
ECOXGFX1,2.74
C2A3PADV,3.32
3UYXSIYN,2.5
YWM5IWH2,3.75
V9EVHGDI,4.0
7MZ1Y3JZ,2.88
JRT5HFUH,3.11
ESDYD8Q9,2.25
ZBHDBVKC,3.0
VSNKPCRA,2.96
EOBAYHHP,3.38
Y4DROYZQ,3.09
BYCYYGXT,2.54
DJEPMSJW,3.41
FN3XBDRY,3.28
GJECVFHR,3.0
PQSF6YDP,2.82
RSZWUIPE,2.39
FCIHRZWL,2.35
IQXD4Q4F,3.41
WTJVIPHV,2.84
WCSWCJ8E,2.62
GY2Y85TZ,2.57
4IBPYPXC,3.2
DGYLHS1Q,3.52
UEXELVHM,2.74
IFDIIV9B,2.57
MGRFLKDO,2.65
TVVELGUA,3.07
OPAVI2PX,3.37
HTNXBF77,2.37
YWDSJQOO,3.46
WYMFZ9N7,2.92
7IEARGVL,3.2
XRMXTA4T,2.28
QQ7XWZHG,3.02
VK3SWWH8,2.64
8KMMCPHQ,2.81
MUH69PSD,3.15
EITING5D,3.76
NALT6BEO,3.15
OTCDR2VY,2.97
WIR6VS7O,3.03
CNKTJIPR,2.65
UVDQOYTN,3.25
JZ3PWNK1,3.22
VETPJKOH,3.01
88DKVELO,3.46
QNGNGXBT,3.56
FMXTUSVO,2.62
7N7AAHEH,2.68
WBJGBFHC,2.94
PYTSW7ME,3.6
VYCTDSQW,3.43
3XWO5ND7,2.99
RS9MG6WY,2.76
HHKKFE4E,2.92
XPBEZVUY,2.84
8OA4N9B3,2.92
YLFXYMVH,3.65
NUH4LJED,2.36
YZGNVWVI,3.23
YUUYDWDL,3.38
4VLOS2WM,3.21
ITDJLGAV,2.34
17VMOGAX,3.52
H2NRBTVE,3.11
UNWYX6SO,3.32
8JLPKDQP,3.26
SOQ4ACZW,3.18
VJGHK4T5,2.96
7BEWS44Z,3.15
EHWUNLXU,2.72
YBAYUOLV,3.24
OLWEARTJ,3.14
SGNWMDFM,3.45
GU6AXB9X,3.37
3CLK79C2,3.22
YTVMFVI6,3.3
LANEP29X,3.17
EKJX6QEI,3.23
PT3MR5H2,2.93
ULLUYLST,3.46
4TUERGX8,3.3
TF79SOEJ,3.04
CUFHGCGR,2.93
YWLBHFMG,3.67
LBASHLUZ,3.26
MOOHVVOT,3.48
RNYFPOUP,3.65
QYABULRF,3.56
XJAXBYP3,3.22
BZTPJPBA,3.45
FW17T2TL,3.74
JECJOJRO,3.67
AERH5LVV,2.76
X6KREQVR,3.59
EVDAYNSQ,3.54
SJMKVT2I,3.67
TGRH3W5U,3.28
2ZIFPPVS,3.49
W3S96XYP,3.39
W8OOHVPA,3.38
VVG26LYG,3.3
HWIEUSTE,3.44
3LRPD5DD,3.32
9ASC2FMO,2.83
DEXBXRZA,3.17
AZE6MXAZ,3.1
CLWZIKBM,3.66
3DLO9HGO,3.18
BVSXVYLJ,3.3
L4FP3VJC,3.14
YUEBMQUS,3.07
E3YR2DZP,2.73
RNYIZ65L,2.7
GHNIJJAY,2.71
P9EEBDJO,2.94
UJPMFBBG,2.97
PPFKJLXU,3.31
V7IC2LKY,2.94
MLURGIMK,3.35
SI1DYN9N,3.25
4K2OWOSB,2.91
S1WWZXT7,2.78
C3EHKCQG,2.79
XVLLKD1X,3.26
AM8OFU1P,3.35
LHLLE1BS,3.68
66AYRBEX,3.35
NHBSCXYG,3.27
E9PHQBQ4,3.33
FZOO6R3R,3.35
VFRZKOIE,3.42
ICN1X3JS,3.08
8KH1LAVD,3.29
R3JI5GSX,2.92
8B75GFZE,3.25
A8TERK2T,3.11
IRJRDP3K,3.43
ZQJEHE4P,3.03
5RMY4OVL,2.98
O8CRJ6QO,3.32
OUQSIAPI,3.48
ZBOA2RU4,3.18
LSVLVLH9,3.42
HLLRUCVC,3.27
PSGTTYZO,3.64
UIP2QZVO,3.28
VCV7WAWI,3.47
PEULEKSP,3.31
WGMFHSYF,3.53
R7ZODJCD,3.46
AWWPPCWL,3.36
3L8PQKOS,3.47
SNCVYRWQ,3.57
IMFCMRXS,3.2
KYWNM8RS,3.31
JMRV2PZI,3.72
PHJ65PBC,3.3
HSH6A3GQ,2.64
68SJMLSO,2.96
M1S4GB7Y,3.36
BFSMEVU2,2.86
N4URFD2E,3.2
TWLKPQSG,3.4
UQNNM5XF,2.65
T5BM9ELV,2.57
H4HGWR59,2.93
32EWAZUY,3.99
KHD4MMDB,2.63
XECMB3FU,2.44
LSPXF6MN,3.21
4M9SCC28,3.5
CULQVTOS,2.96
25JJJOM7,2.46
WWN8EY5D,3.21
8XGTZVFB,3.21
8GDZ3ABF,2.9
ANIEVWAK,2.91
SPU8WSVK,3.19
ZWEM3WB4,3.68
7M3YULRJ,2.88
CELS38E9,2.71
CDWALMU3,2.57
OYUBDG4I,2.83
KUIKD6XC,3.34
GQAOCO5F,3.31
4BH32CBS,3.55
HV9OYZCK,2.86
LUHUMTPK,3.19
V7XX32JG,2.81
2ZGHEEQQ,3.04
DEIHYKQM,3.25
HZA77IKY,3.58
ZGRUMIOM,3.44
XS6ILKIP,2.42
WX1GY5DV,3.56
1ZBT7L9G,2.82
XIV6EOCP,3.44
46CC7NXX,3.72
YSBMWQUD,2.39
EIBVII3C,2.67
ZYZ8HSBE,2.38
JEIFDRCN,2.8
ROSQR8HU,2.42
IGTXDHLC,2.5
ZKLJNNJL,3.5
QDTVXHHA,3.02
7E8BBB8B,2.24
TOYAVQJA,2.8
KSUHVGJ2,2.83
4CJKR5S2,3.6
5EDMUFL7,2.49
A3MG7WHV,2.99
133YSEV6,3.23
IL6QECCH,3.52
HISWN6XL,2.41
XLIV8WH2,2.69
FIWEOS4C,3.49
WWFUWFH2,3.46
ZJ571POJ,3.29
ZTCYGSXQ,3.59
OVA4LRTE,3.42
49YBRXMH,2.24
D61OQE2T,3.03
DRXSKSO8,3.5
KQVSXKV4,3.47
OT3EJH7G,2.47
RXICOW3J,3.05
FRQQDTCB,2.83
GPQBFMJ4,3.3
GNUNKKZ8,3.13
OZZ32HCW,3.3
SMOIRO2Q,2.55
BHUBRUQD,2.41
OGLKU1DA,2.69
SEYUXYOJ,3.46
RVWO45E8,3.04
4XZHP5KJ,2.29
ZXDR5QW5,2.86
IPS93SHA,2.78
PXOJQDYW,3.67
SBLKKZMX,3.4
HWHWJB3S,2.93
THGBDCSZ,2.48
TSRMCCXJ,3.05
X3BSZFRF,3.01
XFLVV4GC,2.84
P58YXBUS,2.46
NE6ZH5EE,3.14
DIESDMFF,3.1
9KUAOA55,2.9
O44HUCQW,2.9
AWLXGEJG,2.88
RCPHKFTO,3.42
HZHXJKQ7,2.95
AD5NZL5G,3.19
D4JIFCVA,2.5
A4XFMCRL,2.58
OLGNBYFD,2.4
MPZ8UP5P,2.5
QTZR4YXF,3.0
CPP2WRQJ,3.38
VVTE7GMK,2.8
CKCZSOYL,3.1
KPPL19ED,2.13
UXTCYMHS,2.88
4B94DS8H,4.0
PUZLZCDM,3.0
WAIF6KW8,3.24
TXOIRZUF,2.33
9DMRO6BX,3.31
6RL1DB32,3.32
QWWVS4CS,3.16
QU9RLSQB,3.11
SSBC21EQ,3.57
MBWDBMGA,3.09
2NCMC4BF,3.38
GIHN5GME,3.36
XZGRWAX7,3.24
KVIDSUEG,2.88
923JRCEM,2.96
NU1SIMEQ,3.5
MALQKRHN,3.06
VW9PKODR,2.73
AOTMJJTO,2.91
LXHWBR4P,3.19
SLXEHV3V,3.47
HZVGWIWD,3.5
XXON126I,3.07
L3AGPKFU,3.19
OQM27GHJ,2.79
4EOSMONJ,3.02
JQPSVRGW,3.34
9OXA4R7E,3.16
XXXBEKGF,3.15
6LJ7WVDO,2.92
RVMV4RIC,3.57
I257MNFD,3.34
J2TROUF4,2.83
NGG46RY7,3.19
5LJEDHTX,3.21
SBQJFYK9,3.34
RO8FUBDF,2.85
MEN5MGMM,2.8
KEAHQSUP,2.97
VJBOFSKT,3.03
ZUKZD9GE,3.2
NCWDYTG5,3.24
2S7IX599,2.82
ICFY5675,2.9
71PF3SUN,2.47
FIA2QTAN,3.0
A2TECWB1,3.4
RIREOW6Y,2.75
KOCBIPSL,3.16
CTTFJGLI,3.45
WPSODQQ6,3.28
UVO7GDBB,2.96
82OPGCRG,3.13
EZJG6HJN,2.48
HLDUQXEB,2.43
WTIF4JX8,2.09
3X7NBGTO,2.74
FKRPCVUL,2.43
SA2V8OQQ,2.26
HKPHGUJL,3.14
OKGYUC9P,2.73
HYUBIGR9,3.22
3AIQESQD,3.06
2F96EM3X,3.05
ZMXK3N97,3.26
YFBIF28C,2.19
WQ82QJCY,2.59
IFJTUAXG,3.3
WNUNLDQP,2.96
8DFHUKRH,3.21
8V8YULYV,2.92
HA8MVYYF,3.13
1W3ZUCYL,2.88
QSEX2QEZ,2.56
QCH4RB47,2.94
YVH9DJ9Y,2.26
TFHAFR2W,2.8
A1NH7OOH,3.44
MFEFIQ4N,2.54
T5OJQWCB,2.16
LB9IQKCV,2.26
MCYFGZ6D,2.57
JVIDWGGO,3.11
GUKFNCYR,2.92
FXPZSX4L,3.09
Q3NEC2LQ,3.13
DVJ1K41L,3.19
WFVSNGE4,3.46
YEIV4DDY,3.55
1E1ADYZJ,2.54
NHB4XKU1,3.86
CEZHFZBH,2.63
YPNOTMDQ,3.02
MENEHJY9,2.59
RR4D44PX,3.13
BS9H1YEK,2.77
CNZDCRW1,3.52
L5LHUAEZ,2.72
LDDHHHYX,3.31
SD9B9EOA,2.7
NFOCEIAL,2.83
1AV2LDPQ,3.03
EJEKGJTS,3.13
GDXIKPLF,3.32
HK55XLJ9,2.43
YHIUAD5L,2.53
WGLHN67U,3.16
FTRC8FTK,3.21
AGWFCUN7,3.24
3NFS9P4N,3.13
45NEDZWE,3.25
QHCL2ZFI,2.74
EY3YGVQT,3.03
TL46WKYF,3.06
TNDLINSN,3.03
CN2QOPHI,2.79
ZLZ6LJ4D,3.28
NTV2CGUV,2.59
DAL1SULN,2.6
YLQSDQV4,3.03
JHCJ8TTN,2.94
4I7MHOZC,3.22
KCBKENUJ,3.24
5SXPCMOH,3.33
DWGRJBNX,3.16
MNEFI6WL,3.33
K6V93VIU,3.0
GOEHTX6Y,3.25
NRAMZSFU,3.33
SWR58GTS,3.3
NSHKV5SV,3.71
PW8DOZW5,2.79
9YML5S1C,2.88
FBF2BKVU,2.5
MEV5L4CR,3.21
OGR3MOHI,3.19
ASHIZX42,3.48
AIBXLME4,2.97
C9HSSQNI,3.53
9RBHEMWB,3.2
UMLULSYB,3.57
